artikul,mehsul_adi,aciqlama,ilkin_qiymet,kataloq_qiymeti,anbar_qiymeti,saticilara_ozel_endirimli_qiymet,mehsul_bali
3878,“Kompleks qulluq” ağız boşluğu üçün yaxalayıcı Expert Pharma,“Kompleks qulluq” ağız boşluğu üçün yaxalayıcı Expert Pharma - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-072233?sponsornumber=733560909&page=3,11.99,5.39,3.99,,1.21
3877,“Antiərp” ağız boşluğu üçün yaxalayıcı Expert Pharma,“Antiərp” ağız boşluğu üçün yaxalayıcı Expert Pharma - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-071927?sponsornumber=733560909&page=3,9.59,4.79,3.55,,1.08
3874,“Zərif ağartma” diş məcunu Expert Pharma,“Zərif ağartma” diş məcunu Expert Pharma - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-071922?sponsornumber=733560909&page=3,10.79,5.49,4.07,,1.23
3873,“Diş ətlərinin sağlamlığı” diş məcunu Expert Pharma,“Diş ətlərinin sağlamlığı” diş məcunu Expert Pharma - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-071921?sponsornumber=733560909&page=3,10.79,4.89,3.62,,1.1
3872,“Minanın bərpası” profilaktik diş məcunu Expert Pharma,“Minanın bərpası” profilaktik diş məcunu Expert Pharma - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-071920?sponsornumber=733560909&page=3,10.79,5.49,4.07,,1.23
8812,“İntensiv ağartma” diş məcunu Expert Pharma,“İntensiv ağartma” diş məcunu Expert Pharma - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-066769?sponsornumber=733560909&page=3,9.59,4.79,3.55,,1.08
13346,“Çiyələk” uşaq bədən və saç parfümləşdirilmiş suyu Glam Kitty,“Çiyələk” uşaq bədən və saç parfümləşdirilmiş suyu Glam Kitty - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0103-082017?sponsornumber=733560909&page=3,7.19,4.79,3.55,,2.15
13023,Firm&Lift üz üçün gündüz krem-filler,Firm&Lift üz üçün gündüz krem-filler - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-081411?sponsornumber=733560909&page=3,23.99,16.79,12.44,8.36,7.54
13020,Firm&Lift üz üçün gündüz krem-arxitektor,Firm&Lift üz üçün gündüz krem-arxitektor - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-081407?sponsornumber=733560909&page=3,23.99,16.79,12.44,8.36,7.54
8029,Coco Rituals duzlu bədən skrabı,Coco Rituals duzlu bədən skrabı - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-096515?sponsornumber=733560909&page=3,19.19,9.59,7.1,,2.15
12189,35% karbamidli aktiv ayaq kremi Expert Pharma,35% karbamidli aktiv ayaq kremi Expert Pharma - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010804-084281?sponsornumber=733560909&page=3,5.29,2.59,1.92,,0.58
12186,Leto SPF 15 bədən üçün günəşdən qoruyucu süd,Leto SPF 15 bədən üçün günəşdən qoruyucu süd - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080101-082496?sponsornumber=733560909&page=3,21.59,12.89,9.55,,5.79
13028,Firm&Lift üz üçün modelləşdirici zərdab,Firm&Lift üz üçün modelləşdirici zərdab - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-081416?sponsornumber=733560909&page=3,28.79,14.39,10.66,,6.46
14021,Yaşlanmaəleyhinə hidrogel üz maskası Expert,Yaşlanmaəleyhinə hidrogel üz maskası Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080204-090569?sponsornumber=733560909&page=3,7.19,3.59,2.66,,0.81
14020,Lifting effektli hidrogel üz maskası Expert,Lifting effektli hidrogel üz maskası Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080204-090568?sponsornumber=733560909&page=3,7.19,3.59,2.66,,0.81
14019,Nəmləndirici hidrogel üz maskası Expert,Nəmləndirici hidrogel üz maskası Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080204-090567?sponsornumber=733560909&page=4,7.19,3.59,2.66,,0.81
12192,"Üz üçün vitaminli parça maska ""Zebra"" iSeul","Üz üçün vitaminli parça maska ""Zebra"" iSeul - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080204-085147?sponsornumber=733560909&page=4",5.99,2.89,2.14,,0.65
10398,Expert “Günəşdən qorunma” saç balzamı,Expert “Günəşdən qorunma” saç balzamı - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070302-091635?sponsornumber=733560909&page=4,11.99,5.99,4.44,,1.35
10399,Expert “Günəşdən qorunma” şampunu,Expert “Günəşdən qorunma” şampunu - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070303-091634?sponsornumber=733560909&page=4,11.99,5.99,4.44,,1.35
3618,24K Pure Gold konsentrat ağardıcı diş məcunu,24K Pure Gold konsentrat ağardıcı diş məcunu - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-091438?sponsornumber=733560909&page=4,11.99,5.99,4.44,,1.35
3871,“Kompleks qulluq” konsentrat diş məcunu Expert Pharma,“Kompleks qulluq” konsentrat diş məcunu Expert Pharma - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-071915?sponsornumber=733560909&page=4,9.59,4.79,3.55,,1.08
13026,4D Firm&Lift oksigenli gecə üz maskası,4D Firm&Lift oksigenli gecə üz maskası - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080204-081414?sponsornumber=733560909&page=4,19.19,14.39,10.66,,6.46
13027,Firm&Lift yumşaq yuyunma köpüyü,Firm&Lift yumşaq yuyunma köpüyü - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-081415?sponsornumber=733560909&page=4,23.99,16.79,12.44,,7.54
13024,Firm&Lift üz üçün gecə krem-filler,Firm&Lift üz üçün gecə krem-filler - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-081412?sponsornumber=733560909&page=4,23.99,16.79,12.44,,7.54
13021,Firm&Lift üz üçün gecə krem-arxitektor,Firm&Lift üz üçün gecə krem-arxitektor - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-081409?sponsornumber=733560909&page=4,23.99,16.79,12.44,,7.54
12082,Leto SPF 30 üz üçün yaşlanmaəleyhinə günəşdən qoruyucu krem,Leto SPF 30 üz üçün yaşlanmaəleyhinə günəşdən qoruyucu krem - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080502-060521?sponsornumber=733560909&page=4,16.79,11.99,8.88,,5.38
12084,Leto SPF 30 uşaqlar üçün günəşdən qoruyucu krem,Leto SPF 30 uşaqlar üçün günəşdən qoruyucu krem - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080101-060524?sponsornumber=733560909&page=4,26.39,19.19,14.21,,8.61
12083,Leto SPF 30 üz üçün günəşdən qoruyucu krem,Leto SPF 30 üz üçün günəşdən qoruyucu krem - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080101-060523?sponsornumber=733560909&page=4,14.39,10.79,7.99,,4.84
12039,Expert gözaltı yorğunluq izlərini aradan qaldıran tri-roll gel,Expert gözaltı yorğunluq izlərini aradan qaldıran tri-roll gel - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080203-058539?sponsornumber=733560909&page=4,16.79,11.99,8.88,,5.38
13011,"Bədən və saçlar üşün parfümləşdirilmiş mist ""Mistik albalı"" Aromio","Bədən və saçlar üşün parfümləşdirilmiş mist ""Mistik albalı"" Aromio - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080503-085797?sponsornumber=733560909&page=4",9.59,4.79,3.55,,2.15
3620,İntim nahiyələr üçün krem-qulluq Fleur Hypnotique,İntim nahiyələr üçün krem-qulluq Fleur Hypnotique - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010604-091641?sponsornumber=733560909&page=4,11.99,5.99,4.44,,2.69
3589,Bədən üçün parfümləşdirilmiş dezodorant-örtük Fleur Hypnotique,Bədən üçün parfümləşdirilmiş dezodorant-örtük Fleur Hypnotique - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010602-085153?sponsornumber=733560909&page=4,9.59,4.79,3.55,,2.15
13005,"Əl və bədən üçün krem-parfüm ""Tuberoza və müşk""","Əl və bədən üçün krem-parfüm ""Tuberoza və müşk"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010803-071257?sponsornumber=733560909&page=4",14.39,7.19,5.33,,1.62
2014,"Parfümləşdirilmiş maye sabun ""Tuberoza və müşk""","Parfümləşdirilmiş maye sabun ""Tuberoza və müşk"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-065864?sponsornumber=733560909&page=4",9.59,4.79,3.55,,1.08
13010,"Bədən və saçlar üşün parfümləşdirilmiş mist ""Tuberoza və müşk""","Bədən və saçlar üşün parfümləşdirilmiş mist ""Tuberoza və müşk"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080503-085601?sponsornumber=733560909&page=4",9.59,4.79,3.55,,2.15
8025,"Dəri üçün universal nəmləndirici gel ""Rahatlıq"" Fleur Hypnotique","Dəri üçün universal nəmləndirici gel ""Rahatlıq"" Fleur Hypnotique - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010604-091507?sponsornumber=733560909&page=5",9.59,4.79,3.55,,1.08
12183,2% salisil turşusu və pantenol ilə üz zərdabı TeenSkin,2% salisil turşusu və pantenol ilə üz zərdabı TeenSkin - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-079663?sponsornumber=733560909&page=5,19.19,11.49,8.51,,5.16
910670,Saç feni,Saç feni - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-085434?sponsornumber=733560909&page=5,239.99,167.99,124.44,,37.71
3881,Oksigenli diş məcunu «Ağartma və ekstra təravət»,Oksigenli diş məcunu «Ağartma və ekstra təravət» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-084383?sponsornumber=733560909&page=5,5.99,4.29,3.18,1.92,1.93
3876,Oksigenli profilaktik diş məcunu «Minanın bərpası»,Oksigenli profilaktik diş məcunu «Minanın bərpası» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-071926?sponsornumber=733560909&page=5,5.99,4.29,3.18,1.92,1.93
12157,Göz ətrafı üçün hamarladıcı krem Retinol 24/7,Göz ətrafı üçün hamarladıcı krem Retinol 24/7 - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080203-068404?sponsornumber=733560909&page=5,11.99,5.99,4.44,,2.69
910642,Activity xitozanlı çipli gündüz gigiyenik bezlər,Activity xitozanlı çipli gündüz gigiyenik bezlər - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-075894?sponsornumber=733560909&page=5,9.59,4.79,3.55,,1.08
910641,Activity xitozanlı çipli gündəlik gigiyenik bezlər,Activity xitozanlı çipli gündəlik gigiyenik bezlər - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-075893?sponsornumber=733560909&page=5,8.59,4.29,3.18,,0.96
910640,Activity «Multiform» ultranazik gündəlik gigiyenik bezlər,Activity «Multiform» ultranazik gündəlik gigiyenik bezlər - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-075891?sponsornumber=733560909&page=5,6.49,3.09,2.29,,0.69
3882,Oksigenli diş məcunu «Aktiv ağartma»,Oksigenli diş məcunu «Aktiv ağartma» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-084384?sponsornumber=733560909&page=5,5.99,4.29,3.18,1.92,1.93
3880,Oksigenli diş məcunu «Diş ətlərinin sağlamlığı»,Oksigenli diş məcunu «Diş ətlərinin sağlamlığı» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-084382?sponsornumber=733560909&page=5,5.99,4.29,3.18,1.92,1.93
3883,Oksigenli ağız yaxalayıcı «Ekstratəravət»,Oksigenli ağız yaxalayıcı «Ekstratəravət» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-084385?sponsornumber=733560909&page=5,11.99,5.99,4.44,,1.35
910643,Activity xitozanlı çipli gecə gigiyenik bezlər,Activity xitozanlı çipli gecə gigiyenik bezlər - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-075895?sponsornumber=733560909&page=5,9.59,4.79,3.55,,1.08
10355,Termomühafizəli saç düzümü üçün sprey Volume & Style,Termomühafizəli saç düzümü üçün sprey Volume & Style - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070201-090754?sponsornumber=733560909&page=5,9.59,7.19,5.33,,3.23
12166,Üz və boyun üçün botoks effekti verən zərdab Beauty Lab,Üz və boyun üçün botoks effekti verən zərdab Beauty Lab - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-067964?sponsornumber=733560909&page=5,23.99,16.79,12.44,,7.54
14017,«Aloe + hialuron turşusu 3%» üz üçün zərdab Expert,«Aloe + hialuron turşusu 3%» üz üçün zərdab Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-073990?sponsornumber=733560909&page=5,21.59,12.89,9.55,,5.79
14016,«Niasinamid 10% + sink» üz üçün zərdab Expert,«Niasinamid 10% + sink» üz üçün zərdab Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-073989?sponsornumber=733560909&page=5,21.59,12.89,9.55,,5.79
8813,Vanna üçün top Fleur Hypnotique,Vanna üçün top Fleur Hypnotique - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-084540?sponsornumber=733560909&page=5,7.19,4.29,3.18,,0.96
14018,«Kollagen tripeptidi 2% + C vitamini» üz üçün zərdab Expert,«Kollagen tripeptidi 2% + C vitamini» üz üçün zərdab Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-073991?sponsornumber=733560909&page=5,21.59,12.89,9.55,,5.79
1577,Üz üçün kapsullarda krem-zərdab Bee Royal,Üz üçün kapsullarda krem-zərdab Bee Royal - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-064493?sponsornumber=733560909&page=5,33.59,16.79,12.44,,7.54
3586,Parfümləşdirilmiş duş geli Fleur Hypnotique,Parfümləşdirilmiş duş geli Fleur Hypnotique - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-065889?sponsornumber=733560909&page=6,14.39,7.19,5.33,,1.62
3585,Parfümləşdirilmiş intim gigiyena geli Fleur Hypnotique,Parfümləşdirilmiş intim gigiyena geli Fleur Hypnotique - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-065888?sponsornumber=733560909&page=6,9.59,4.79,3.55,,1.08
12152,Əl və bədən üçün 2-si 1-də krem-parfüm Fleur Hypnotique,Əl və bədən üçün 2-si 1-də krem-parfüm Fleur Hypnotique - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080205-076285?sponsornumber=733560909&page=6,11.99,5.99,4.44,,1.35
14001,Qızılgül ətirli üz sabunu Dose of Nature,Qızılgül ətirli üz sabunu Dose of Nature - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-084104?sponsornumber=733560909&page=6,7.19,3.59,2.66,,0.81
10379,"Saç maskası ""Saçların böyüməsi"" Expert Hair","Saç maskası ""Saçların böyüməsi"" Expert Hair - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070302-090755?sponsornumber=733560909&page=6",19.19,9.59,7.1,,2.15
10305,Dəniz duzu ilə saçlar üçün sprey-həcm Volume & Style,Dəniz duzu ilə saçlar üçün sprey-həcm Volume & Style - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070201-069619?sponsornumber=733560909&page=6,9.59,4.79,3.55,,2.15
2046,Əl işi kosmetik sabun Fleur Hypnotique,Əl işi kosmetik sabun Fleur Hypnotique - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-061992?sponsornumber=733560909&page=6,9.59,4.79,3.55,,1.08
12193,Üz və bədən üçün enzimli kirşan iSeul,Üz və bədən üçün enzimli kirşan iSeul - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-085470?sponsornumber=733560909&page=6,19.19,11.49,8.51,,5.16
10348,Bütün ailə üşün 2-si 1-də şampun-balzam «Möhkəmləndirmə və hamarlıq» L.OVE,Bütün ailə üşün 2-si 1-də şampun-balzam «Möhkəmləndirmə və hamarlıq» L.OVE - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070303-082134?sponsornumber=733560909&page=6,14.39,7.19,5.33,,1.62
12154,Üz üçün gecə gəncləşdirici zərdabı Retinol 24/7,Üz üçün gecə gəncləşdirici zərdabı Retinol 24/7 - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-071725?sponsornumber=733560909&page=6,19.19,14.39,10.66,6.29,6.46
10349,Saç maskası «Dərindən bərpa» Expert Hair,Saç maskası «Dərindən bərpa» Expert Hair - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070302-085254?sponsornumber=733560909&page=6,19.19,9.59,7.1,,2.15
8878,Üzümlü bəyazladıcı diş məcunu «Kariyesin profilaktikası» Bubble White,Üzümlü bəyazladıcı diş məcunu «Kariyesin profilaktikası» Bubble White - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010601-083004?sponsornumber=733560909&page=6,9.59,5.29,3.92,,1.19
14015,Misellyar su «Təbii təmizləmə» Dose of Nature,Misellyar su «Təbii təmizləmə» Dose of Nature - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-067823?sponsornumber=733560909&page=6,11.99,5.29,3.92,,2.38
10354,Saç maskası «Qlobal rekonstruksiya» Expert Hair,Saç maskası «Qlobal rekonstruksiya» Expert Hair - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070302-079644?sponsornumber=733560909&page=6,19.19,9.59,7.1,,2.15
10353,Balzam «Qlobal rekonstruksiya» Expert Hair,Balzam «Qlobal rekonstruksiya» Expert Hair - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070302-079642?sponsornumber=733560909&page=6,23.99,13.19,9.77,,2.96
910667,Problemli dəri üçün mikroiynəli patçlar,Problemli dəri üçün mikroiynəli patçlar - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-085182?sponsornumber=733560909&page=6,23.99,11.99,8.88,,2.69
10380,Sprey-termoqoruma 21-i 1-də «Qlobal rekonstruksiya» Expert Hair,Sprey-termoqoruma 21-i 1-də «Qlobal rekonstruksiya» Expert Hair - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080502-086622?sponsornumber=733560909&page=6,14.39,7.19,5.33,,3.23
12171,Üz üçün kömürlü maska-detoks Beauty Lab,Üz üçün kömürlü maska-detoks Beauty Lab - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080204-066631?sponsornumber=733560909&page=6,14.39,7.19,5.33,,3.23
